Calle,Colonia,Delegacin,EspecialistasFaltantesseparaporcomas,Estado,Foto,HerramientasExistentes,HerramientasFaltantes,Hora,HoradelReporte,ManodeObraExistente,ManodeObraFaltante,MedicamentosExistentes,MedicamentosFaltantes,Municipio,NmeroExterioroAproximado,NmerodePersonasAtrapadas,NmerodePersonasDesaparecidas,NmerodePersonasFallecidas,NmerodePersonasLesionadas,NmerodePersonasRescatadas,OtraReferenciadeUbicacin,Timestamp,TipoDao,TipodeInfraestructura,TipodeUso,TipodelDao,Verificado,VveresExistentes,VveresFaltantes,VveresSobrantes,latitud,longitud
Paseo de las palmas,,Miguel Hidalgo,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,450.0,0,0,0,0,0,"Ci banco, centro telecom",9/20/2017 15:15:10,Daño,Edificio,Mixto,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.429733600000002,-99.21170740000001
periferico,Los angeles apanoaya ,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,"https://drive.google.com/open?id=0B6u6SYthk-4fb2NWVVpJeGQ3LTA, https://drive.google.com/open?id=0B6u6SYthk-4fSXR6SVFvNDBnNjA",,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,2334.0,0,0,0,0,0,a la altura de metro constitución,9/20/2017 15:23:49,Daño,"Trebol de periferico, ermita iztapalapa",transporte,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.307971300000002,-99.2156868
Dr. Barragán,Narvarte,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,https://drive.google.com/open?id=0B2VrAE7o0NrLN2EtV2hIa2xGSEU,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,631.0,0,No sé,No sé,0,0,Entre Morena y Universidad,9/20/2017 15:26:01,Daño,Edificio,Habitacional,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3967353,-99.147477
Av. Coyoacán,Del Valle Centro,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,https://drive.google.com/open?id=0B2VrAE7o0NrLNUl4RGVob05Kekk,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,658.0,0,No sé,No sé,0,0,Esq. Eugenia,9/20/2017 15:28:19,Daño,Edificio,Habitacional,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3876737,-99.1670277
Calle 11 y bilbao,Cerro de la estrella,Iztapalapa,Si tienes info entra a: http://bit.ly/Verificado19s,,"https://drive.google.com/open?id=0B1Hfd4VYl7bxdG1FX3RuLTFkMEU, https://drive.google.com/open?id=0B1Hfd4VYl7bxVHd1cEJ2QkVuUjA, https://drive.google.com/open?id=0B1Hfd4VYl7bxT3loX0h6aDFsbUE, https://drive.google.com/open?id=0B1Hfd4VYl7bxLV9ZV25TS0MyTUk",,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,402.0,0,0,0,0,No sé,U. H. Bertha Von Bloumer entre calle 11 y bilbao,9/20/2017 15:33:04,Daño,Edificio,Habitacional,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.329348899999996,-99.08235390000002
Calle 11 y bilbao,Cerro de la estrella,Iztapalapa,Si tienes info entra a: http://bit.ly/Verificado19s,,"https://drive.google.com/open?id=0B1Hfd4VYl7bxRXFsQ1dMdGxoSzg, https://drive.google.com/open?id=0B1Hfd4VYl7bxN0F5SE95Q3ZkREU, https://drive.google.com/open?id=0B1Hfd4VYl7bxMktaZVBOYmd3NFU, https://drive.google.com/open?id=0B1Hfd4VYl7bxS0pDeTlBTmh1aWc",,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,402.0,0,0,0,0,No sé,U. H. Bertha Von Bloumer entre calle 11 y bilbao,9/20/2017 15:33:07,Daño,Edificio,Habitacional,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.329348899999996,-99.08235390000002
Bajio,Roma Sur,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,,https://drive.google.com/open?id=0BzMO1zak1rRraVliTl84WHBmclk,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,284.0,0,0,0,0,0,Tuxpan y Anáhuac,9/20/2017 15:38:39,Daño,Calle,Mixto,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4030845,-99.1668322
toltecas,carola,Álvaro Obregón,Si tienes info entra a: http://bit.ly/Verificado19s,,https://drive.google.com/open?id=0B-KKyT2vLoOvT1Z6dWVfRkh4NDg,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,166.0,0,0,0,0,0,edificio 5 ,9/20/2017 15:42:08,Daño,Edificio,Habitacional,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3873569,-99.1918807
Barranca del Muerto,San Jose Insurgentes,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,1182.0,0,No sé,No sé,No sé,No sé,ISSSTE Barranca del Muerto,9/20/2017 16:11:40,Daño,Edificio,ISSSTE,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.363688800000002,-99.1886073
Llanura,Jardines del Pedregal,Coyoacán,Si tienes info entra a: http://bit.ly/Verificado19s,,,Ninguno,Ninguno,,,Ninguno,Ninguno,Ninguno,Ninguno,,0.0,0,0,0,0,0,"Frente a CCH Sur, edificio sin habitar",9/20/2017 16:15:49,Daño Mayor,Edificio,Habitacional,Daño Mayor,,Ninguno,Ninguno,Si tienes info entra a: http://bit.ly/Verificado19s,19.3107422,-99.2000501
Independencia,San simon ticumac,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,86.0,,,,,,Contraesquina de la fonda argentina,9/20/2017 16:25:23,Daño,Edificio,Habitacional,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3753259,-99.13456670000001
Paseos de duraznos,Paseos de tasqueña,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,"Herramientas de trabajo: guantes, cubrebocas, rodilleras, palas, cascos,  ",,,No necesitamos mano de obra,no se necesita,nada por ahora,nada por ahora,,65.0,No sé,No sé,No sé,No sé,No sé,,9/20/2017 16:34:00,Daño Mayor,Edificio,nose,Daño Mayor,,nada,comida preparada ,Si tienes info entra a: http://bit.ly/Verificado19s,19.3475339,-99.1250663
Paz Montes de Oca,General Anaya,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,93.0,0,0,0,No sé,No sé,Agustin Gutierrez y Bruno Traven,9/20/2017 16:49:42,Daño,Edificio,Habitacional,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3604104,-99.15792650000002
Av. Ferrocarril de Río Frío,Cuchilla del moral IV,Iztapalapa,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,479.0,0,0,0,0,0,Tezontle y Oriente 249-D,9/20/2017 16:51:12,Daño Mayor,Edificio,Habitacional,Daño Mayor,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3843986,-99.0684506
Avenida universidad ,Copilco el bajo,Coyoacán,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,1953.0,No sé,No sé,No sé,No sé,No sé,Chimalistac y eje 10 sur,9/20/2017 16:55:33,Daño,Edificio,Habitacional,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3392532,-99.18254350000001
José joaquin Herrera ,Centro ,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,17.0,0,0,0,0,0,Leona Vicario y Manuel Doblado,9/20/2017 16:58:17,Daño Mayor,Edificio,Habitacional,Daño Mayor,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.438745899999997,-99.1258176
Escocia,Parque San Andrés,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,29.0,0,No sé,No sé,No sé,No sé,,9/20/2017 17:02:28,Daño Mayor,Edificio,Habitacional,Daño Mayor,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3481159,-99.1463779
Gabriel Mancera,Roma Norte,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,,,,"De corte, cegueras",,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Faltan,,33.0,No sé,No sé,No sé,No sé,No sé,Esquina con Morena,9/20/2017 17:10:42,Derrumbe,Edificio,Mixto,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.400108300000003,-99.1613376
Viaducto,Viaducto,,Si tienes info entra a: http://bit.ly/Verificado19s,,,nada,nada,,,nada,nada,nada,nada,,91.0,0,0,0,0,0,,9/20/2017 17:11:41,Daño,Edificio,Habitacional,Daño,,nada,nada,Si tienes info entra a: http://bit.ly/Verificado19s,19.40454,-99.1226848
Monterrey ,Roma Sur,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,398.0,0,0,0,0,No sé,,9/20/2017 17:17:09,Daño,Edificio,nose,Daño,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.402626899999998,-99.1600614
Juárez ,Centeo,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,No,No,1506179243.127772,,No,No,No,No,,56.0,0,0,0,0,0,Luis Moya y revillagigedo,9/21/2017 16:56:19,Daño,Edificio,Mixto,Daño,Sí,No,No,Si tienes info entra a: http://bit.ly/Verificado19s,19.401521300000002,-99.1231598
Revillagigedo,Centro,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Ninguna,Ninguna,1506179243.127772,,Ninguna,Ninguna,Ninguna,Ninguna,,57.0,0,0,0,0,0,Ayuntamiento y Pescaditos,9/21/2017 16:59:56,Daño,Edificio,Mixto,Daño,Sí,Ninguna,Ninguna,Si tienes info entra a: http://bit.ly/Verificado19s,19.4308723,-99.1468217
República de Uruguay,Centro,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Sin respuesta ,Sin respuesta,1506179243.127772,,Sin respuesta,Sin respuesta ,Sin respuesta ,Sin respuesta ,Cdmx,48.0,0,No sé,No sé,No sé,No sé,Frente al hotel city Centro,9/21/2017 17:08:54,Daño,Edificio,Abandonado,Daño,No,Sin respuesta ,Sin respuesta ,Si tienes info entra a: http://bit.ly/Verificado19s,19.4309034,-99.13781180000001
Republica del Salvador,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Na,Na,1506179243.127772,,Na,Na,No,No,,50.0,0,0,0,0,0,Museo de la Cacillería,9/21/2017 17:10:34,Daño,Edificio,Museo,Daño,Sí,Na,Na,Si tienes info entra a: http://bit.ly/Verificado19s,19.430083800000002,-99.1382216
Orizaba ,Roma norte ,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,X,X,1506179243.127772,,X,X,X,X,Cuauhtémoc ,197.0,0,0,0,0,0,Casi esquina con chiapas ,9/21/2017 17:24:19,Daño,Edificio,Habitacional,Daño,Sí,X,X,Si tienes info entra a: http://bit.ly/Verificado19s,19.4133177,-99.15861600000001
Orizaba,Roma norte ,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,X,X,1506179243.127772,,X,X,X,X,Cuauhtémoc ,166.0,0,0,0,0,,Frente a love store,9/21/2017 17:29:03,Daño,Edificio,Habitacional,Daño,Sí,X,X,Si tienes info entra a: http://bit.ly/Verificado19s,19.414737,-99.15877840000002
16 de septiembre ,,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,No hay respuesta ,No hay respuesta ,1506179243.127772,,Solo acordonado,Solo acordonado ,No hay respuesta ,No hay respuesta ,Cdmx,34.0,No sé,No sé,No sé,No sé,No sé,Palma y 16 de septiembre ,9/21/2017 17:29:38,Daño,Edificio,,Daño,Sí,No hay respuesta ,No hay respuesta ,Si tienes info entra a: http://bit.ly/Verificado19s,19.432131,-99.1351532
16 de septiembre ,Centro,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Sin respuesta ,Sin respuesta ,1506179243.127772,,No ,Sin respuesta ,Sin respuesta ,No se ,Centro,73.0,No sé,No sé,No sé,No sé,No sé,Casi esquina palma ,9/21/2017 17:36:55,Daño,Edificio,Comercial,Daño,Sí,Sin respuesta ,Sin respuesta ,Si tienes info entra a: http://bit.ly/Verificado19s,19.4320829,-99.13569840000001
Queretaro,Roma,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,X,X,1506179243.127772,,X,X,X,X,,74.0,0,0,0,0,0,,9/21/2017 17:41:18,Daño,Edificio,Habitacional,Daño,Sí,X,X,Si tienes info entra a: http://bit.ly/Verificado19s,19.3388053,-99.2055377
Juárez ,Centro,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,n/a,n/a,1506179243.127772,,n/a,n/a,N,Si tienes info entra a: http://bit.ly/Verificado19s,Cuauhtémoc,104.0,0,0,0,0,0,Edificio de El Universal. ,9/21/2017 17:41:25,Daño,Edificio,,Daño,Sí,,N,Si tienes info entra a: http://bit.ly/Verificado19s,19.329292499999998,-99.3261391
Naranjo,Del Gas,Azcapotzalco,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,No,No,1506179243.127772,,No,No,No,No,,1301.0,0,0,0,0,0,Entre Naranjo y Ciprés ,9/21/2017 17:44:08,Daño,Edificio,Habitacional,Daño,No,Existentes,No ,Si tienes info entra a: http://bit.ly/Verificado19s,19.4684107,-99.1551859
Córdoba,Roma,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,X,X,1506179243.127772,,X,X,X,X,,217.0,0,0,0,0,0,Balcón chueco,9/21/2017 17:50:23,Daño,Edificio,Habitacional,Daño,No,X,X,Si tienes info entra a: http://bit.ly/Verificado19s,19.4130745,-99.1573972
Córdoba,Roma,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,X,X,1506179243.127772,,X,X,X,X,,227.0,0,0,0,0,0,Frnte a restaurante árabe ,9/21/2017 17:55:46,Daño,Edificio,Vacio,Daño,No,X,X,Si tienes info entra a: http://bit.ly/Verificado19s,19.412742,-99.1571808
Av Juárez,Centro,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,0,0,1506179243.127772,,0,0,0,0,,14.0,0,0,0,0,0,Entre Lázaro Cárdenas y Calle López,9/21/2017 17:56:07,Daño,Edificio,Comercial,Daño,Sí,0,0,Si tienes info entra a: http://bit.ly/Verificado19s,19.4340655,-99.1416052
Chapultepec,Juárez,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,n/a,n/a,1506179243.127772,,n/a,n/a,n/a,n/a,Cuauhtémoc,49.0,0,0,0,0,0,Francisco de Garay y Enrico Martínez,9/21/2017 18:00:11,Daño,Edificio,Oficina,Daño,Sí,n/a,n/a,Si tienes info entra a: http://bit.ly/Verificado19s,19.255595800000002,-99.05849040000001
Dr. Navarro,Doctores,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,x,x,1506179243.127772,,Fue evacuado el edificio,x,x,x,,210.0,,,,,,Dr. Lucio,9/21/2017 18:17:49,Daño,Edificio,Habitacional,Daño,Sí,x,x,Si tienes info entra a: http://bit.ly/Verificado19s,19.4208704,-99.1529231
Puebla ,Roma Norte,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,No,Para levantar escombro leve ,1506179243.127772,,La  flia,Si: levantamiento de escombro ,No,No,,77.0,0,0,0,0,0,,9/21/2017 18:20:22,Daño,Barandal de piedra caido,Habitacional,Daño,Sí,No,No,Si tienes info entra a: http://bit.ly/Verificado19s,19.4235418,-99.15796359999999
Av Juárez,Centro,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,0,0,1506179243.127772,,0,0,0,0,,56.0,0,0,0,0,0,Esquina de Juárez y Luis Moya,9/21/2017 18:28:35,Daño,Edificio,Mixto,Daño,Sí,0,0,Si tienes info entra a: http://bit.ly/Verificado19s,19.434606,-99.1449746
Puebla,Roma N,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,-,-,1506179243.127772,,No,Para reparar escalera exterior y fisura interna ,No,No,,69.0,0,0,0,0,0,Esq Frontera,9/21/2017 18:32:10,Daño,Edificio,Habitacional,Daño,Sí,No,No,Si tienes info entra a: http://bit.ly/Verificado19s,19.4235827,-99.1575048
Puebla ,Roma N,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,-,-,1506179243.127772,,-,Protección Civil para checar fisuras ,-,-,,58.0,0,0,0,0,0,Esq Frontera,9/21/2017 18:42:04,Daño,Edificio,Mixto,Daño,Sí,-,-,Si tienes info entra a: http://bit.ly/Verificado19s,19.423416699999997,-99.1571413
San Simón,San Simón,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,No,No,1506179243.127772,,No,No,No,No,,125.0,0,0,0,0,0,Antonio Rodríguez y Avenida 17,9/21/2017 18:49:52,Daño,Iglesia siglo XVI,Religioso,Daño,Sí,No,No,Si tienes info entra a: http://bit.ly/Verificado19s,19.4588518,-99.1438038
José María Marroquí,Centro,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,0,0,1506179243.127772,,0,0,0,0,,10.0,0,0,0,0,0,Esquina con Independencia,9/21/2017 18:53:43,Daño,Edificio,Habitacional,Daño,Sí,0,0,Si tienes info entra a: http://bit.ly/Verificado19s,19.4313546,-99.1436879
Nicolas san juan ,Del Valle ,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,NO APLICA ,NO APLICA ,1506179243.127772,,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,,968.0,0,0,0,0,0,Esquina San Borja ,9/21/2017 19:07:08,Daño,Edificio,Habitacional,Daño,No,NO APLICA ,NO APLICA ,Si tienes info entra a: http://bit.ly/Verificado19s,19.384286,-99.1631129
San Borja ,Del Valle ,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,NO APLICA ,NO APLICA ,1506179243.127772,,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,,908.0,0,0,0,0,0,Casi esquina Nicolas San Juan ,9/21/2017 19:10:07,Daño,Edificio,Habitacional,Daño,No,NO APLICA ,NO APLICA ,Si tienes info entra a: http://bit.ly/Verificado19s,19.384039899999998,-99.1628386
josefa ortiz ,Barrio La Guadalupita,Xochimilco,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Ninguna,Energía eléctrica ,1506179243.127772,,Ninguna,Energía eléctrica ,Ninguno,Ninguno,Xochimilco,100.0,0,0,0,0,0,josefa ortiz y clavel ,9/21/2017 20:44:09,Daño,Escuela Primaria ,Escolar,Daño,Sí,Ninguno,Ninguno,Si tienes info entra a: http://bit.ly/Verificado19s,19.264273,-99.0974067
josefa ortiz,Barrio la Guadalupita,Xochimilco,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,"Martillo, cerrote,  lámparas de pila y recargables",Ninguna,1506179243.127772,,La necesaria,Protección Civil,Específicamente ninguno ,Ninguno,Xochimilco,119.0,0,0,0,0,0,CENDI #14,9/21/2017 21:00:23,Daño,Casa,Habitacional,Daño,Sí,"Aceite, arroz, frijol, agua potable. Etc",Ninguno,Si tienes info entra a: http://bit.ly/Verificado19s,19.2648627,-99.1011709
Victor Hugo,Anzures,Miguel Hidalgo,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,18.0,0,0,0,0,0,Milton y Descartes,9/22/2017 12:20:02,Daño,Edificio,Habitacional,Daño,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.427869100000002,-99.17567040000002
Bahía de Perula,Verónica Anzures,Miguel Hidalgo,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Ninguna,"No ha llegado protección civil, estan desalojando el predio",1506179243.127772,,Ninguna,"No ha llegado protección civil, estan desalojando el predio",No estan recibido ,No están recibiendo,,80.0,0,No sé,0,No sé,No sé,Bahía de las Palmas y Bahía de Chacharacas ,9/22/2017 12:43:08,Daño,Edificio,Habitacional,Daño,Sí,No están recibiendo,No estan recibiendo,Si tienes info entra a: http://bit.ly/Verificado19s,19.4368715,-99.1740759
Av. Coyoacán ,Col. Del valle,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Urge protección civil para peritajes ,,Si tienes info entra a: http://bit.ly/Verificado19s,,614.0,0,0,0,0,"Sí, pero no sé cuántos",Entre. C. Beistegui y eje 5,9/22/2017 12:45:05,Daño,Edificio,Habitacional,Daño,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.389127,-99.1666684
Parroquia,Del Valle sur ,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,Ninguno,320.0,,,,,,Esquina Patricio Sanz ,9/22/2017 13:00:18,Daño,Edificio,Habitacional,Daño,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3706579,-99.1752201
Cuahtemoc,Santa Cruz atoyac,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,1473.0,0,0,0,0,0,,9/22/2017 13:06:08,Daño,Edificio,Comercial,Daño,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3655,-99.16278340000001
Popocatépetl,Santa Cruz Atoyac ,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,233.0,0,0,0,0,0,,9/22/2017 13:08:36,Daño,Edificio,Habitacional,Daño,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.317729,-99.1460579
Mariposa,Santa Cruz Atoyac,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,907.0,0,0,0,0,0,,9/22/2017 13:11:03,Daño,Casa,Habitacional,Daño,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3630043,-99.1561497
Dante,Anzures,Miguel Hidalgo,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Protección Civil,,Si tienes info entra a: http://bit.ly/Verificado19s,,18.0,0,0,0,0,0,Víctor Hugo y Tolstoi,9/22/2017 13:12:46,Daño,Edificio,Habitacional,Daño,No,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4263306,-99.1778888
Herodoto,Anzures,Miguel Hidalgo,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,21.0,0,0,0,0,0,Copernico y Melchor Ocampo,9/22/2017 13:42:29,Daño,Edificio,Habitacional,Daño,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4311435,-99.1735957
Copernico,Anzures,Miguel Hidalgo,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,1506179243.127772,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,Miguel Hidalgo,22.0,0,0,0,0,0,Herodoto y Renan,9/22/2017 13:45:28,Daño,Edificio,Habitacional,Daño,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4314805,-99.17370229999999
