"coordenadas","X","Calle","Colonia","Delegacion","Estado","Foto","HerramientasFaltantes","HerramientasSobrantes","Hora","HoradelReporte","ManodeObraFaltante","ManodeObraSobrantes","MedicamentosFaltantes","MedicamentosSobrantes","NumeroExterioroAproximado","NumerodePersonasAtrapadas","NumerodePersonasDesaparecidas","NumerodePersonasFallecidas","NumerodePersonasLesionadas","NumerodePersonasRescatadas","OtraReferenciadeUbicacion","Timestamp","TipodeInfraestructura","TipodeUso","TipodelDano","Verificado","ViveresFaltantes","ViveresSobrantes","latitud","longitud","cp_Verificado","ciudad_municipio_Verificado","estado_Verificado","pais_Verificado","lat_Verificado","long_Verificado"
"-99.19783, 19.34161",387,NA,"Tizapan ","Álvaro Obregón ","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:20:32",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza",NA,19.34161,-99.19783,1090,"Álvaro Obregón","Ciudad de México","Mexico",19.34161,-99.19783
"-99.19783, 19.34161",387,NA,"Tizapan ","Álvaro Obregón ","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:20:32",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza",NA,19.34161,-99.19783,1090,"Álvaro Obregón","Ciudad de México","Mexico",19.34161,-99.19783
"-99.19783, 19.34161",387,NA,"Tizapan ","Álvaro Obregón ","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:20:32",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza",NA,19.34161,-99.19783,1090,"Álvaro Obregón","Ciudad de México","Mexico",19.34161,-99.19783
"-99.1944048, 19.3850289",652,NA,"Carola","","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 18:38:25",NA,NA,"Ofrezco",NA,"Agua, Manos / Voluntarios",NA,19.3850289,-99.1944048,1180,"Álvaro Obregón","Ciudad de México","Mexico",19.3850289,-99.1944048
"-99.1944048, 19.3850289",652,NA,"Carola","","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 18:38:25",NA,NA,"Ofrezco",NA,"Agua, Manos / Voluntarios",NA,19.3850289,-99.1944048,1180,"Álvaro Obregón","Ciudad de México","Mexico",19.3850289,-99.1944048
"-99.1944048, 19.3850289",652,NA,"Carola","","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 18:38:25",NA,NA,"Ofrezco",NA,"Agua, Manos / Voluntarios",NA,19.3850289,-99.1944048,1180,"Álvaro Obregón","Ciudad de México","Mexico",19.3850289,-99.1944048
"-99.2255625, 19.3863928",557,NA,"Santa fe ","Cuajimalpa/alvaro obregon","Ciudad de mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ofrezco atencion en cirugia plastica y reconstructiva (heridas en cara, mano, lesiones de mano y tendones, quemaduras, fracturas de cara y mano) ","2017-09-20 15:00:18",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,19.3863928,-99.2255625,1210,"Álvaro Obregón","Ciudad de México","Mexico",19.3863928,-99.2255625
"-99.2757106, 19.3606987",535,NA,"Paseo de las Lomas ","Alvaro obregon","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 14:22:32",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.3606987,-99.2757106,1219,"Álvaro Obregón","Ciudad de México","Mexico",19.3606987,-99.2757106
"-99.2707271, 19.3594791",316,NA,"Lomas de Santa Fe","Álvaro Obregón","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 03:16:56",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3594791,-99.2707271,1219,"Álvaro Obregón","Ciudad de México","Mexico",19.3594791,-99.2707271
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",178,NA,"Lomas de Becerra ","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy Arquitecta con cédula profesional ","2017-09-19 21:54:57",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2010007, 19.3850689",125,NA,"Lomas de becerra","Álvaro obregon","Ciudad México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:56:09",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,19.3850689,-99.2010007,1280,"Álvaro Obregón","Ciudad de México","Mexico",19.3850689,-99.2010007
"-99.2352736, 19.3672725",141,NA,"Sta Lucía ","Álvaro Obregón ","México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:07:20",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Manos, Medicamentos",NA,19.3672725,-99.2352736,1290,"Álvaro Obregón","Ciudad de México","Mexico",19.3672725,-99.2352736
"-99.2352736, 19.3672725",141,NA,"Sta Lucía ","Álvaro Obregón ","México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:07:20",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Manos, Medicamentos",NA,19.3672725,-99.2352736,1290,"Álvaro Obregón","Ciudad de México","Mexico",19.3672725,-99.2352736
"-99.2259444, 19.3797294",750,NA,"Jalalpa ","Álvaro Obregón ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:37:01",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",NA,19.3797294,-99.2259444,1296,"Álvaro Obregón","Ciudad de México","Mexico",19.3797294,-99.2259444
"-99.2259444, 19.3797294",750,NA,"Jalalpa ","Álvaro Obregón ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:37:01",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",NA,19.3797294,-99.2259444,1296,"Álvaro Obregón","Ciudad de México","Mexico",19.3797294,-99.2259444
"-99.2259444, 19.3797294",750,NA,"Jalalpa ","Álvaro Obregón ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:37:01",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",NA,19.3797294,-99.2259444,1296,"Álvaro Obregón","Ciudad de México","Mexico",19.3797294,-99.2259444
"-99.2217349, 19.3779359",1039,NA,"Ruiz Cortines","Cyoacan","Cuidad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-22 00:28:41",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.3779359,-99.2217349,1299,"Álvaro Obregón","Ciudad de México","Mexico",19.3779359,-99.2217349
"-99.2217349, 19.3779359",1039,NA,"Ruiz Cortines","Cyoacan","Cuidad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-22 00:28:41",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.3779359,-99.2217349,1299,"Álvaro Obregón","Ciudad de México","Mexico",19.3779359,-99.2217349
"-99.2203445, 19.3710404",156,NA,"Pólvora ","Álvaro Obregón ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:21:15",NA,NA,"Ofrezco",NA,"Agua, Manos",NA,19.3710404,-99.2203445,1408,"Álvaro Obregón","Ciudad de México","Mexico",19.3710404,-99.2203445
"-99.213741, 19.372093",36,NA,"Olivar del conde","Álvaro Obregón","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:08:18",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Ropa",NA,19.372093,-99.213741,1408,"Álvaro Obregón","Ciudad de México","Mexico",19.372093,-99.213741
"-99.1930167, 19.3802355",281,NA,"Santa Maria Nonoalco","Benito Juarez","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:52:02",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos, Artículos de limpieza, Medicamentos, Ropa",NA,19.3802355,-99.1930167,1420,"Álvaro Obregón","Ciudad de México","Mexico",19.3802355,-99.1930167
"-99.1930167, 19.3802355",281,NA,"Santa Maria Nonoalco","Benito Juarez","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:52:02",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos, Artículos de limpieza, Medicamentos, Ropa",NA,19.3802355,-99.1930167,1420,"Álvaro Obregón","Ciudad de México","Mexico",19.3802355,-99.1930167
"-99.1930167, 19.3802355",281,NA,"Santa Maria Nonoalco","Benito Juarez","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:52:02",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos, Artículos de limpieza, Medicamentos, Ropa",NA,19.3802355,-99.1930167,1420,"Álvaro Obregón","Ciudad de México","Mexico",19.3802355,-99.1930167
"-99.1930167, 19.3802355",281,NA,"Santa Maria Nonoalco","Benito Juarez","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:52:02",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos, Artículos de limpieza, Medicamentos, Ropa",NA,19.3802355,-99.1930167,1420,"Álvaro Obregón","Ciudad de México","Mexico",19.3802355,-99.1930167
"-99.1930167, 19.3802355",560,NA,"Santa María Nonoalco","Álvaro Obregón y alrededores","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:04:09",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.3802355,-99.1930167,1420,"Álvaro Obregón","Ciudad de México","Mexico",19.3802355,-99.1930167
"-99.1930167, 19.3802355",560,NA,"Santa María Nonoalco","Álvaro Obregón y alrededores","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:04:09",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.3802355,-99.1930167,1420,"Álvaro Obregón","Ciudad de México","Mexico",19.3802355,-99.1930167
"-99.1930167, 19.3802355",560,NA,"Santa María Nonoalco","Álvaro Obregón y alrededores","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:04:09",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.3802355,-99.1930167,1420,"Álvaro Obregón","Ciudad de México","Mexico",19.3802355,-99.1930167
"-99.1930167, 19.3802355",560,NA,"Santa María Nonoalco","Álvaro Obregón y alrededores","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:04:09",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.3802355,-99.1930167,1420,"Álvaro Obregón","Ciudad de México","Mexico",19.3802355,-99.1930167
"-99.23208, 19.36651",131,NA,"Colina del sur","Alvaro obregon","Cuidada de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:58:50",NA,NA,"Ofrezco",NA,"Manos, Ropa",NA,19.36651,-99.23208,1430,"Álvaro Obregón","Ciudad de México","Mexico",19.36651,-99.23208
"-99.1940586, 19.3758405",162,NA,"Alfonso XIII","Álvaro Obregón","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:27:44",NA,NA,"Ofrezco",NA,"Manos, Ropa",NA,19.3758405,-99.1940586,1460,"Álvaro Obregón","Ciudad de México","Mexico",19.3758405,-99.1940586
"-99.1961611, 19.3758366",1037,NA,"Alfonxo XIII","ALVARO OBREGÓN","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 23:52:06",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios",NA,19.3758366,-99.1961611,1460,"Álvaro Obregón","Ciudad de México","Mexico",19.3758366,-99.1961611
"-99.2002892, 19.3718426",474,NA,"Molino de rosas","Álvaro Obregón","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:05:09",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",NA,19.3718426,-99.2002892,1470,"Álvaro Obregón","Ciudad de México","Mexico",19.3718426,-99.2002892
"-99.2002892, 19.3718426",474,NA,"Molino de rosas","Álvaro Obregón","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:05:09",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",NA,19.3718426,-99.2002892,1470,"Álvaro Obregón","Ciudad de México","Mexico",19.3718426,-99.2002892
"-99.2211588, 19.3811906",237,NA,"Todas","Todas","Distrito Federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:34:39",NA,NA,"Ofrezco",NA,"Agua, Manos, Artículos de limpieza",NA,19.3811906,-99.2211588,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3811906,-99.2211588
"-99.2211588, 19.3811906",237,NA,"Todas","Todas","Distrito Federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:34:39",NA,NA,"Ofrezco",NA,"Agua, Manos, Artículos de limpieza",NA,19.3811906,-99.2211588,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3811906,-99.2211588
"-99.2211588, 19.3811906",237,NA,"Todas","Todas","Distrito Federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:34:39",NA,NA,"Ofrezco",NA,"Agua, Manos, Artículos de limpieza",NA,19.3811906,-99.2211588,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3811906,-99.2211588
"-99.2211588, 19.3811906",237,NA,"Todas","Todas","Distrito Federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:34:39",NA,NA,"Ofrezco",NA,"Agua, Manos, Artículos de limpieza",NA,19.3811906,-99.2211588,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3811906,-99.2211588
"-99.2211588, 19.3811906",237,NA,"Todas","Todas","Distrito Federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:34:39",NA,NA,"Ofrezco",NA,"Agua, Manos, Artículos de limpieza",NA,19.3811906,-99.2211588,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3811906,-99.2211588
"-99.2218112, 19.381706",508,NA,"Progreso Tizapan","Álvaro Obregón ","Ciudad de México co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puedo realizar curaciones,aplicar vacunas, etc.","2017-09-20 13:34:13",NA,NA,"Ofrezco",NA,"MIP UNAM, al sur de la Ciudad, aplicación de vacunas",NA,19.381706,-99.2218112,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.381706,-99.2218112
"-99.2218112, 19.381706",508,NA,"Progreso Tizapan","Álvaro Obregón ","Ciudad de México co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puedo realizar curaciones,aplicar vacunas, etc.","2017-09-20 13:34:13",NA,NA,"Ofrezco",NA,"MIP UNAM, al sur de la Ciudad, aplicación de vacunas",NA,19.381706,-99.2218112,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.381706,-99.2218112
"-99.2218112, 19.381706",508,NA,"Progreso Tizapan","Álvaro Obregón ","Ciudad de México co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puedo realizar curaciones,aplicar vacunas, etc.","2017-09-20 13:34:13",NA,NA,"Ofrezco",NA,"MIP UNAM, al sur de la Ciudad, aplicación de vacunas",NA,19.381706,-99.2218112,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.381706,-99.2218112
"-99.2218112, 19.381706",508,NA,"Progreso Tizapan","Álvaro Obregón ","Ciudad de México co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puedo realizar curaciones,aplicar vacunas, etc.","2017-09-20 13:34:13",NA,NA,"Ofrezco",NA,"MIP UNAM, al sur de la Ciudad, aplicación de vacunas",NA,19.381706,-99.2218112,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.381706,-99.2218112
"-99.2218112, 19.381706",508,NA,"Progreso Tizapan","Álvaro Obregón ","Ciudad de México co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puedo realizar curaciones,aplicar vacunas, etc.","2017-09-20 13:34:13",NA,NA,"Ofrezco",NA,"MIP UNAM, al sur de la Ciudad, aplicación de vacunas",NA,19.381706,-99.2218112,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.381706,-99.2218112
"-99.221137, 19.3817866",464,NA,"Garcimarrero","Álvaro Obregón","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quiero ayudar pero no sé a dónde acudir","2017-09-20 11:56:41",NA,NA,"Ofrezco",NA,"Manos",NA,19.3817866,-99.221137,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3817866,-99.221137
"-99.221137, 19.3817866",464,NA,"Garcimarrero","Álvaro Obregón","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quiero ayudar pero no sé a dónde acudir","2017-09-20 11:56:41",NA,NA,"Ofrezco",NA,"Manos",NA,19.3817866,-99.221137,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3817866,-99.221137
"-99.221137, 19.3817866",464,NA,"Garcimarrero","Álvaro Obregón","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quiero ayudar pero no sé a dónde acudir","2017-09-20 11:56:41",NA,NA,"Ofrezco",NA,"Manos",NA,19.3817866,-99.221137,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3817866,-99.221137
"-99.221137, 19.3817866",464,NA,"Garcimarrero","Álvaro Obregón","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quiero ayudar pero no sé a dónde acudir","2017-09-20 11:56:41",NA,NA,"Ofrezco",NA,"Manos",NA,19.3817866,-99.221137,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3817866,-99.221137
