"coordenadas","X","Calle","Colonia","Delegacion","Estado","Foto","HerramientasFaltantes","HerramientasSobrantes","Hora","HoradelReporte","ManodeObraFaltante","ManodeObraSobrantes","MedicamentosFaltantes","MedicamentosSobrantes","NumeroExterioroAproximado","NumerodePersonasAtrapadas","NumerodePersonasDesaparecidas","NumerodePersonasFallecidas","NumerodePersonasLesionadas","NumerodePersonasRescatadas","OtraReferenciadeUbicacion","Timestamp","TipodeInfraestructura","TipodeUso","TipodelDano","Verificado","ViveresFaltantes","ViveresSobrantes","latitud","longitud","cp_Verificado","ciudad_municipio_Verificado","estado_Verificado","pais_Verificado","lat_Verificado","long_Verificado"
"-99.221137, 19.3817866",464,NA,"Garcimarrero","Álvaro Obregón","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quiero ayudar pero no sé a dónde acudir","2017-09-20 11:56:41",NA,NA,"Ofrezco",NA,"Manos",NA,19.3817866,-99.221137,1520,"Álvaro Obregón","Ciudad de México","Mexico",19.3817866,-99.221137
"-99.190962, 19.3669184",423,NA,"MERCED GOMEZ","ALVARO OBREGON","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 11:09:02",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Ropa",NA,19.3669184,-99.190962,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3669184,-99.190962
"-99.190962, 19.3669184",423,NA,"MERCED GOMEZ","ALVARO OBREGON","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 11:09:02",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Ropa",NA,19.3669184,-99.190962,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3669184,-99.190962
"-99.1944858, 19.3648274",375,NA,"Mixcoac","Benito Juarez","DF ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 09:59:49",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Ropa",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.1944858, 19.3648274",375,NA,"Mixcoac","Benito Juarez","DF ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 09:59:49",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Ropa",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.190962, 19.3669184",490,NA,"MERCED GOMEZ","ALVARO OBREGON","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:35:16",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Ropa",NA,19.3669184,-99.190962,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3669184,-99.190962
"-99.1944858, 19.3648274",166,NA,"Nonoalco mixcoac","Benito Juárez ","Df",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:31:41",NA,NA,"Ofrezco",NA,"Comida, Agua, Ropa",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.190962, 19.3669184",490,NA,"MERCED GOMEZ","ALVARO OBREGON","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:35:16",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Ropa",NA,19.3669184,-99.190962,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3669184,-99.190962
"-99.1944858, 19.3648274",694,NA,"Mixcoac ","Benito Juárez ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 21:09:05",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos / Voluntarios, Ropa, Servicios psicológicos ",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.1944858, 19.3648274",694,NA,"Mixcoac ","Benito Juárez ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 21:09:05",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos / Voluntarios, Ropa, Servicios psicológicos ",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.1944858, 19.3648274",166,NA,"Nonoalco mixcoac","Benito Juárez ","Df",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:31:41",NA,NA,"Ofrezco",NA,"Comida, Agua, Ropa",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.1944858, 19.3648274",166,NA,"Nonoalco mixcoac","Benito Juárez ","Df",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:31:41",NA,NA,"Ofrezco",NA,"Comida, Agua, Ropa",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.1944858, 19.3648274",375,NA,"Mixcoac","Benito Juarez","DF ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 09:59:49",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Ropa",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.1944858, 19.3648274",694,NA,"Mixcoac ","Benito Juárez ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 21:09:05",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos / Voluntarios, Ropa, Servicios psicológicos ",NA,19.3648274,-99.1944858,1600,"Álvaro Obregón","Ciudad de México","Mexico",19.3648274,-99.1944858
"-99.2178334, 19.3633995",203,NA,"Lomas de tarango","ALvaro obregon","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 22:41:11",NA,NA,"Ofrezco",NA,"Agua, Manos, Asistencia médica, Artículos de limpieza",NA,19.3633995,-99.2178334,1620,"Álvaro Obregón","Ciudad de México","Mexico",19.3633995,-99.2178334
"-99.2178334, 19.3633995",203,NA,"Lomas de tarango","ALvaro obregon","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 22:41:11",NA,NA,"Ofrezco",NA,"Agua, Manos, Asistencia médica, Artículos de limpieza",NA,19.3633995,-99.2178334,1620,"Álvaro Obregón","Ciudad de México","Mexico",19.3633995,-99.2178334
"-99.2178334, 19.3633995",761,NA,"Lomas de Tarango ","Álvaro Obregón ","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tengo posibilidad de trasladarme a dónde se requiera la ayuda","2017-09-21 01:29:52",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Asistencia psicológica",NA,19.3633995,-99.2178334,1620,"Álvaro Obregón","Ciudad de México","Mexico",19.3633995,-99.2178334
"-99.2178334, 19.3633995",761,NA,"Lomas de Tarango ","Álvaro Obregón ","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tengo posibilidad de trasladarme a dónde se requiera la ayuda","2017-09-21 01:29:52",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Asistencia psicológica",NA,19.3633995,-99.2178334,1620,"Álvaro Obregón","Ciudad de México","Mexico",19.3633995,-99.2178334
"-99.2040557, 19.3614558",568,NA,"Las aguilas","Álvaro Obregón ","Ciudad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:18:11",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos / Voluntarios",NA,19.3614558,-99.2040557,1710,"Álvaro Obregón","Ciudad de México","Mexico",19.3614558,-99.2040557
"-99.2040557, 19.3614558",568,NA,"Las aguilas","Álvaro Obregón ","Ciudad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:18:11",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos / Voluntarios",NA,19.3614558,-99.2040557,1710,"Álvaro Obregón","Ciudad de México","Mexico",19.3614558,-99.2040557
"-99.2439216, 19.3427218",571,NA,"Lomas Águilas ","Álvaro Obregón ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:29:37",NA,NA,"Ofrezco",NA,"Transporte, Manos / Voluntarios",NA,19.3427218,-99.2439216,1720,"Álvaro Obregón","Ciudad de México","Mexico",19.3427218,-99.2439216
"-99.2086667, 19.3503272",941,NA,"Flor de María","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Es un centro de acopio que va a mandar un camión a la gente de Ahuacapan, Puebla  que perdieron su casa.

Direccion: Las Flores 471 casa 5, Col. Flor de María
01760 Ciudad de México, CDMX","2017-09-21 14:46:23",NA,NA,"Necesito",NA,"Carpas, tiendas de campaña, Ropa, laminas, cobijas, colchonetas",NA,19.3503272,-99.2086667,1759,"Álvaro Obregón","Ciudad de México","Mexico",19.3503272,-99.2086667
"-99.2086667, 19.3503272",941,NA,"Flor de María","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Es un centro de acopio que va a mandar un camión a la gente de Ahuacapan, Puebla  que perdieron su casa.

Direccion: Las Flores 471 casa 5, Col. Flor de María
01760 Ciudad de México, CDMX","2017-09-21 14:46:23",NA,NA,"Necesito",NA,"Carpas, tiendas de campaña, Ropa, laminas, cobijas, colchonetas",NA,19.3503272,-99.2086667,1759,"Álvaro Obregón","Ciudad de México","Mexico",19.3503272,-99.2086667
"-99.2086667, 19.3503272",949,NA,"Flor de María","Alvaro Obregon","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estamos juntando en Las Flores 471 casa 5, Col. Flor de María, Álvaro Obregón -(misma calle de Monte Fenix y el Bachillerato Alexander Bain) lonas, laminas, cobijas, colchonetas y tiendas de campaña para llevar mañana con varias camionetas a la frontera de Puebla con Morelos a poblados donde no ha llegado ayuda (todo menos comida preparada) será de mucha ayuda.
","2017-09-21 14:58:10",NA,NA,"Necesito",NA,"Carpas, tiendas de campaña, Ropa, laminas, cobijas, colchonetas",NA,19.3503272,-99.2086667,1759,"Álvaro Obregón","Ciudad de México","Mexico",19.3503272,-99.2086667
"-99.2086667, 19.3503272",949,NA,"Flor de María","Alvaro Obregon","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estamos juntando en Las Flores 471 casa 5, Col. Flor de María, Álvaro Obregón -(misma calle de Monte Fenix y el Bachillerato Alexander Bain) lonas, laminas, cobijas, colchonetas y tiendas de campaña para llevar mañana con varias camionetas a la frontera de Puebla con Morelos a poblados donde no ha llegado ayuda (todo menos comida preparada) será de mucha ayuda.
","2017-09-21 14:58:10",NA,NA,"Necesito",NA,"Carpas, tiendas de campaña, Ropa, laminas, cobijas, colchonetas",NA,19.3503272,-99.2086667,1759,"Álvaro Obregón","Ciudad de México","Mexico",19.3503272,-99.2086667
"-99.2189838, 19.3392293",650,NA,"Olivar de los padres","Álvaro Obregón ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 18:19:59",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos",NA,19.3392293,-99.2189838,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3392293,-99.2189838
"-99.2189838, 19.3392293",650,NA,"Olivar de los padres","Álvaro Obregón ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 18:19:59",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos",NA,19.3392293,-99.2189838,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3392293,-99.2189838
"-99.2142527, 19.3385736",383,NA,"Olivar de los Padres","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:15:44",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.3385736,-99.2142527,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3385736,-99.2142527
"-99.2142527, 19.3385736",383,NA,"Olivar de los Padres","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:15:44",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.3385736,-99.2142527,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3385736,-99.2142527
"-99.2142527, 19.3385736",818,NA,"Olivar de los padres ","Álvaro Obregón ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 10:24:50",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.3385736,-99.2142527,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3385736,-99.2142527
"-99.2142527, 19.3385736",818,NA,"Olivar de los padres ","Álvaro Obregón ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 10:24:50",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.3385736,-99.2142527,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3385736,-99.2142527
"-99.2142527, 19.3385736",383,NA,"Olivar de los Padres","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:15:44",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.3385736,-99.2142527,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3385736,-99.2142527
"-99.2142527, 19.3385736",383,NA,"Olivar de los Padres","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:15:44",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.3385736,-99.2142527,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3385736,-99.2142527
"-99.2142527, 19.3385736",818,NA,"Olivar de los padres ","Álvaro Obregón ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 10:24:50",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.3385736,-99.2142527,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3385736,-99.2142527
"-99.2142527, 19.3385736",818,NA,"Olivar de los padres ","Álvaro Obregón ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 10:24:50",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.3385736,-99.2142527,1780,"Álvaro Obregón","Ciudad de México","Mexico",19.3385736,-99.2142527
"-99.253576, 19.3419393",584,NA,"Villa verdun ","Álvaro Obregón ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:59:09",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Ropa",NA,19.3419393,-99.253576,1810,"Álvaro Obregón","Ciudad de México","Mexico",19.3419393,-99.253576
"-99.2880323, 19.3302983",469,NA,"Vista hermosa ","Cuajimalpa","Ciudad de mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:00:56",NA,NA,"Ofrezco",NA,"Agua, Manos, Artículos de limpieza, Ropa",NA,19.3302983,-99.2880323,1830,"Álvaro Obregón","Ciudad de México","Mexico",19.3302983,-99.2880323
"-99.2466874, 19.3319317",567,NA,"Torres de potrero","Alvaro obregon","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:16:42",NA,NA,"Ofrezco",NA,"Transporte",NA,19.3319317,-99.2466874,1840,"Álvaro Obregón","Ciudad de México","Mexico",19.3319317,-99.2466874
"-99.2454452, 19.337641",90,NA,"Tetelpan ","Alvaro Obregón ","Alvaro Obregón ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:24:00",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos, Ropa, Atención psicológica ",NA,19.337641,-99.2454452,1870,"Álvaro Obregón","Ciudad de México","Mexico",19.337641,-99.2454452
"-99.214096, 19.323815",595,NA,"Jardines del pedregal ","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 16:21:29",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.214096, 19.323815",247,NA,"Jardines del pedregal ","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:44:51",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.214096, 19.323815",247,NA,"Jardines del pedregal ","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:44:51",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.214096, 19.323815",595,NA,"Jardines del pedregal ","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 16:21:29",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.2092897, 19.3205752",345,NA,"Pedregal","","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 08:48:00",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,19.3205752,-99.2092897,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.3205752,-99.2092897
"-99.214096, 19.323815",247,NA,"Jardines del pedregal ","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:44:51",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.214096, 19.323815",634,NA,"Jardines del Pedregal","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 17:40:17",NA,NA,"Ofrezco",NA,"Apoyo psicológico",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.214096, 19.323815",634,NA,"Jardines del Pedregal","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 17:40:17",NA,NA,"Ofrezco",NA,"Apoyo psicológico",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.214096, 19.323815",595,NA,"Jardines del pedregal ","Alvaro Obregon","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 16:21:29",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.2092897, 19.3205752",614,NA,"Pedregal","Coyoacán / xochimilco ","Ciudad de mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tengo un tiida para llevar y traer personas o víveres ","2017-09-20 16:52:57",NA,NA,"Ofrezco",NA,"Transporte, Manos / Voluntarios",NA,19.3205752,-99.2092897,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.3205752,-99.2092897
"-99.2092897, 19.3205752",345,NA,"Pedregal","","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 08:48:00",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,19.3205752,-99.2092897,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.3205752,-99.2092897
"-99.2092897, 19.3205752",614,NA,"Pedregal","Coyoacán / xochimilco ","Ciudad de mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tengo un tiida para llevar y traer personas o víveres ","2017-09-20 16:52:57",NA,NA,"Ofrezco",NA,"Transporte, Manos / Voluntarios",NA,19.3205752,-99.2092897,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.3205752,-99.2092897
"-99.214096, 19.323815",634,NA,"Jardines del Pedregal","Alvaro Obregón","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 17:40:17",NA,NA,"Ofrezco",NA,"Apoyo psicológico",NA,19.323815,-99.214096,1900,"Álvaro Obregón","Ciudad de México","Mexico",19.323815,-99.214096
"-99.183141, 19.4858483",758,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:25:58",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",758,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:25:58",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",758,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:25:58",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",746,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:17:15",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",746,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:17:15",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",746,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:17:15",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",746,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:17:15",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",746,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:17:15",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",746,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:17:15",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",758,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:25:58",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",758,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:25:58",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.183141, 19.4858483",758,NA,"Los reyes","Coyoacan ","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:25:58",NA,NA,"Ofrezco",NA,"Apoyo psicológico ",NA,19.4858483,-99.183141,2010,"Azcapotzalco","Ciudad de México","Mexico",19.4858483,-99.183141
"-99.1831799, 19.471516",555,NA,"Barrio san Lucas ","Coyoacan y Benito Juárez ","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 14:58:44",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Manos / Voluntarios",NA,19.471516,-99.1831799,2070,"Azcapotzalco","Ciudad de México","Mexico",19.471516,-99.1831799
