"coordenadas","Calle","Colonia","Delegacin","EspecialistasFaltantesseparaporcomas","Estado","Foto","HerramientasExistentes","HerramientasFaltantes","Hora","HoradelReporte","ManodeObraExistente","ManodeObraFaltante","MedicamentosExistentes","MedicamentosFaltantes","Municipio","NmeroExterioroAproximado","NmerodePersonasAtrapadas","NmerodePersonasDesaparecidas","NmerodePersonasFallecidas","NmerodePersonasLesionadas","NmerodePersonasRescatadas","OtraReferenciadeUbicacin","Timestamp","TipoDao","TipodeInfraestructura","TipodeUso","TipodelDao","Verificado","VveresExistentes","VveresFaltantes","VveresSobrantes","latitud","longitud","direccion_Verificado","calle_Verificado","numero_Verificado","colonia_Verificado","cp_Verificado","ciudad_municipio_Verificado","estado_Verificado","pais_Verificado","lat_Verificado","long_Verificado"
"-99.1608703136444, 19.344360746152","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:21:10","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Voluntario",19.344360746152,-99.1608703136444,"Av Miguel Ángel de Quevedo 746, La Concepción, 04020 Ciudad de México, CDMX, Mexico","Avenida Miguel Ángel de Quevedo","746","La Concepción","04020","Ciudad de México","Ciudad de México","Mexico",19.344360746152,-99.1608703136444
"-99.1608703136444, 19.344360746152","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:21:17","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Voluntario",19.344360746152,-99.1608703136444,"Av Miguel Ángel de Quevedo 746, La Concepción, 04020 Ciudad de México, CDMX, Mexico","Avenida Miguel Ángel de Quevedo","746","La Concepción","04020","Ciudad de México","Ciudad de México","Mexico",19.344360746152,-99.1608703136444
"-99.1608703136444, 19.344360746152","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:21:17","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Voluntario",19.344360746152,-99.1608703136444,"Av Miguel Ángel de Quevedo 746, La Concepción, 04020 Ciudad de México, CDMX, Mexico","Avenida Miguel Ángel de Quevedo","746","La Concepción","04020","Ciudad de México","Ciudad de México","Mexico",19.344360746152,-99.1608703136444
"-99.160889, 19.4094034","Aguascalientes","Roma sur","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",8,"No sé","No sé","No sé","No sé","No sé","Entre Monterrey y Tonala ","9/22/2017 20:21:32","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4094034,-99.160889,"Calle de Aguascalientes 8, Roma Sur, 06760 Ciudad de México, CDMX, Mexico","Calle de Aguascalientes","8","Roma Sur","06760","Ciudad de México","Ciudad de México","Mexico",19.4094034,-99.160889
"-99.160889, 19.4094034","Aguascalientes","Roma sur","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",8,"No sé","No sé","No sé","No sé","No sé","Entre Monterrey y Tonala ","9/22/2017 20:21:32","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4094034,-99.160889,NA,NA,NA,NA,NA,NA,NA,NA,19.4094034,-99.160889
"-99.160889, 19.4094034","Aguascalientes","Roma sur","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",8,"No sé","No sé","No sé","No sé","No sé","Entre Monterrey y Tonala ","9/22/2017 12:23:54","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4094034,-99.160889,"Calle de Aguascalientes 8, Roma Sur, 06760 Ciudad de México, CDMX, Mexico","Calle de Aguascalientes","8","Roma Sur","06760","Ciudad de México","Ciudad de México","Mexico",19.4094034,-99.160889
"-99.160889, 19.4094034","Aguascalientes","Roma sur","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",8,"No sé","No sé","No sé","No sé","No sé","Entre Monterrey y Tonala ","9/22/2017 12:23:54","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4094034,-99.160889,NA,NA,NA,NA,NA,NA,NA,NA,19.4094034,-99.160889
"-99.1609346866608, 19.4226545251443","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 19:10:07","","","","","","","URGENTE cajas de carton para los víveres","Si tienes info entra a: http://bit.ly/Verificado19s",19.4226545251443,-99.1609346866608,"Puebla 146, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Puebla","146","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.4226545251443,-99.1609346866608
"-99.1609982, 19.2909879","Calzada de Tlalpan","Taxqueña","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","pilas, lámparas, guantes, botas, cascos",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","","9/20/2017 21:20:00","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.2909879,-99.1609982,"Calz. de Tlalpan 4, Belisario Domínguez Secc 16, 14080 Ciudad de México, CDMX, Mexico","Calzada de Tlalpan","4","Belisario Domínguez Sección 16","14080","Ciudad de México","Ciudad de México","Mexico",19.2909879,-99.1609982
"-99.1609982, 19.2909879","Calzada de Tlalpan","Taxqueña","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","pilas, lámparas, guantes, botas, cascos",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","","9/20/2017 21:20:00","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.2909879,-99.1609982,"Calz. de Tlalpan 4, Belisario Domínguez Secc 16, 14080 Ciudad de México, CDMX, Mexico","Calzada de Tlalpan","4","Belisario Domínguez Sección 16","14080","Ciudad de México","Ciudad de México","Mexico",19.2909879,-99.1609982
"-99.1609982, 19.2909879","Calzada de Tlalpan","Educación ","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","n/a","Sierras eléctricas, discos de corte grandes y chicos, cortadora grande y chica, cizallas (pinzas de corte), mazos chicos, picos chicos",1506179243.12777,NA,"n/a","voluntarios","n/a","n/a","",0,"No sé","No sé","No sé","No sé","","","9/22/2017 11:42:49","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","n/a","n/a","Si tienes info entra a: http://bit.ly/Verificado19s",19.2909879,-99.1609982,"Calz. de Tlalpan 4, Belisario Domínguez Secc 16, 14080 Ciudad de México, CDMX, Mexico","Calzada de Tlalpan","4","Belisario Domínguez Sección 16","14080","Ciudad de México","Ciudad de México","Mexico",19.2909879,-99.1609982
"-99.1609982, 19.2909879","Calzada de Tlalpan","Educación ","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","n/a","Sierras eléctricas, discos de corte grandes y chicos, cortadora grande y chica, cizallas (pinzas de corte), mazos chicos, picos chicos",1506179243.12777,NA,"n/a","voluntarios","n/a","n/a","",0,"No sé","No sé","No sé","No sé","","","9/22/2017 11:42:49","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","n/a","n/a","Si tienes info entra a: http://bit.ly/Verificado19s",19.2909879,-99.1609982,"Calz. de Tlalpan 4, Belisario Domínguez Secc 16, 14080 Ciudad de México, CDMX, Mexico","Calzada de Tlalpan","4","Belisario Domínguez Sección 16","14080","Ciudad de México","Ciudad de México","Mexico",19.2909879,-99.1609982
"-99.1610546, 19.4118653","Tonalá","Roma Sur","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",200,"","","","","","Aguascalientes y Nayarit","9/20/2017 21:16:35","Fuga de Gas","No sé","","Fuga de Gas","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4118653,-99.1610546,"Tonalá 200, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Tonalá","200","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.4118653,-99.1610546
"-99.1612243652344, 19.3409492132749","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 21:11:51","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Tortas, café y papel higiénico",19.3409492132749,-99.1612243652344,"Cantera 14, Villa San Francisco, 04326 Ciudad de México, CDMX, Mexico","Cantera","14","Villa San Francisco","04326","Ciudad de México","Ciudad de México","Mexico",19.3409492132749,-99.1612243652344
"-99.1612243652344, 19.3409492132749","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 21:11:51","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Tortas, café y papel higiénico",19.3409492132749,-99.1612243652344,"Cantera 14, Villa San Francisco, 04326 Ciudad de México, CDMX, Mexico","Cantera","14","Villa San Francisco","04326","Ciudad de México","Ciudad de México","Mexico",19.3409492132749,-99.1612243652344
"-99.1612243652344, 19.3409492132749","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 21:11:50","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Tortas, café y papel higiénico",19.3409492132749,-99.1612243652344,"Cantera 14, Villa San Francisco, 04326 Ciudad de México, CDMX, Mexico","Cantera","14","Villa San Francisco","04326","Ciudad de México","Ciudad de México","Mexico",19.3409492132749,-99.1612243652344
"-99.1612243652344, 19.3409492132749","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 21:11:50","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Tortas, café y papel higiénico",19.3409492132749,-99.1612243652344,"Cantera 14, Villa San Francisco, 04326 Ciudad de México, CDMX, Mexico","Cantera","14","Villa San Francisco","04326","Ciudad de México","Ciudad de México","Mexico",19.3409492132749,-99.1612243652344
"-99.1612243652344, 19.4031301479873","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 19:09:45","","","","","","","Urge Oxigeno","Si tienes info entra a: http://bit.ly/Verificado19s",19.4031301479873,-99.1612243652344,"Calle Torreón 60, Roma Sur, 06760 Ciudad de México, CDMX, Mexico","Calle Torreón","60","Roma Sur","06760","Ciudad de México","Ciudad de México","Mexico",19.4031301479873,-99.1612243652344
"-99.1612243652344, 19.4031352077305","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 17:35:04","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Voluntaria, trabajo",19.4031352077305,-99.1612243652344,NA,NA,NA,NA,NA,NA,NA,NA,19.4031352077305,-99.1612243652344
"-99.1612825, 19.4126449","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 16:11:24","","","","","","","viaducto y tonala , Se requieren seguetas , cubetas, pilas , lamparas y palas ","Si tienes info entra a: http://bit.ly/Verificado19s",19.4126449,-99.1612825,"Calle de Chiapas 121, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Calle de Chiapas","121","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.4126449,-99.1612825
"-99.1613109, 19.3956842","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 16:11:26","","","","","","","Se Necesita una Sierra electrica Urgente ","Si tienes info entra a: http://bit.ly/Verificado19s",19.3956842,-99.1613109,"Nicolás San Juan 453, Col del Valle Nte, 03103 Del Valle Nte, CDMX, Mexico","Nicolás San Juan","453","Colonia del Valle Norte","03103","Del Valle Norte","Ciudad de México","Mexico",19.3956842,-99.1613109
"-99.1613376, 19.4001083","Gabriel Mancera","Roma Norte","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","","De corte, cegueras",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Faltan","",33,"No sé","No sé","No sé","No sé","No sé","Esquina con Morena","9/20/2017 17:10:42","Derrumbe","Edificio","Mixto","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4001083,-99.1613376,"Calle Gabriel Mancera 33, código 2, Col del Valle Nte, 03103 Ciudad de México, CDMX, Mexico","Calle Gabriel Mancera","33","Colonia del Valle Norte","03103","Ciudad de México","Ciudad de México","Mexico",19.4001083,-99.1613376
"-99.1614862, 19.4204591","Jalapa ","Roma Norte ","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","0","0",NA,NA,"0","0","0","0","",68,"0","0","0","0","0","Puebla y Colima","9/21/2017 12:22:24","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","0","0","Si tienes info entra a: http://bit.ly/Verificado19s",19.4204591,-99.1614862,NA,NA,NA,NA,NA,NA,NA,NA,19.4204591,-99.1614862
"-99.1615227, 19.4224975","Puebla","Roma","","Si tienes info entra a: http://bit.ly/Verificado19s","","","Ninguno","Ninguno",NA,NA,"Ninguno","Ninguno","Ninguno","Ninguno","",144,"1-5","0","0","0","0","Esquina Puebla y Orizaba","9/21/2017 8:34:35","Daño","Igelsia","Iglesia","Daño","Sí","Ninguno","Ninguno","Si tienes info entra a: http://bit.ly/Verificado19s",19.4224975,-99.1615227,"Puebla 144, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Puebla","144","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.4224975,-99.1615227
"-99.1616336, 19.3773681","J Enrique Pestalozzi ","Del Valle Centro ","Benito Juárez","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","No sé ","Ninguna ",NA,NA,"No sé ","Nada","No sé ","Ninguno","",1254,"0","0","0","0","0","Junto al Pizza Hut y frente al Parque de Pilares","9/20/2017 21:53:24","Daño","Edificio","Habitacional","Daño","No","No sé ","Nada","Si tienes info entra a: http://bit.ly/Verificado19s",19.3773681,-99.1616336,"Calle J. Enrique Pestalozzi 1254, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico","Calle J. Enrique Pestalozzi","1254","Colonia del Valle Centro","03100","Ciudad de México","Ciudad de México","Mexico",19.3773681,-99.1616336
"-99.1618996, 19.4089254","Monterrey","Roma Sur","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",279,"0","0","0","No sé","0","Monterrey esquina Aguascalientes ","9/23/2017 9:53:42","Daño","Edificio","Habitacional","Daño","No","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4089254,-99.1618996,NA,NA,NA,NA,NA,NA,NA,NA,19.4089254,-99.1618996
"-99.1620155, 19.421341","jalapa","roma norte","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","cdmx",51,"0","0","0","0","0","puebla y durango","9/22/2017 23:47:03","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.421341,-99.1620155,"Jalapa 51, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Jalapa","51","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.421341,-99.1620155
"-99.1625280903827, 19.4110946757239","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 20:25:03","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Como voluntaria centros de acopio, ayuda en hospital, etc",19.4110946757239,-99.1625280903827,"Eje 2 Pte 239, Roma Sur, 06760 Ciudad de México, CDMX, Mexico","Eje Vial 2 Poniente","239","Roma Sur","06760","Ciudad de México","Ciudad de México","Mexico",19.4110946757239,-99.1625280903827
"-99.162549, 19.4195256","Pacífico ","Los Reyes","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",0,"No sé","No sé","No sé","No sé","No sé","Esquina con Candelaria","9/20/2017 17:03:25","Derrumbe","Edificio","nose","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4195256,-99.162549,"Colima 229, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Colima","229","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.4195256,-99.162549
"-99.16259765625, 19.4245061582604","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:24:29","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Palas, lámparas, guantes",19.4245061582604,-99.16259765625,"Av de los Insurgentes Sur 123, Juárez, 06600 Ciudad de México, CDMX, Mexico","Avenida de los Insurgentes Sur","123","Juárez","06600","Ciudad de México","Ciudad de México","Mexico",19.4245061582604,-99.16259765625
"-99.16259765625, 19.4245061582604","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:24:29","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Palas, lámparas, guantes",19.4245061582604,-99.16259765625,"Av de los Insurgentes Sur 123, Juárez, 06600 Ciudad de México, CDMX, Mexico","Avenida de los Insurgentes Sur","123","Juárez","06600","Ciudad de México","Ciudad de México","Mexico",19.4245061582604,-99.16259765625
"-99.16259765625, 19.4245061582604","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:24:24","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Palas, lámparas, guantes",19.4245061582604,-99.16259765625,"Av de los Insurgentes Sur 123, Juárez, 06600 Ciudad de México, CDMX, Mexico","Avenida de los Insurgentes Sur","123","Juárez","06600","Ciudad de México","Ciudad de México","Mexico",19.4245061582604,-99.16259765625
"-99.16259765625, 19.4245061582604","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:24:24","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Palas, lámparas, guantes",19.4245061582604,-99.16259765625,"Av de los Insurgentes Sur 123, Juárez, 06600 Ciudad de México, CDMX, Mexico","Avenida de los Insurgentes Sur","123","Juárez","06600","Ciudad de México","Ciudad de México","Mexico",19.4245061582604,-99.16259765625
"-99.1626358, 19.4261266","Londres","Del Carmen","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",87,"0","No sé","0","0","0","Entre Corina y Privada Corina","9/20/2017 18:25:58","Derrumbe","Casa","Habitacional","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4261266,-99.1626358,NA,NA,NA,NA,NA,NA,NA,NA,19.4261266,-99.1626358
"-99.1626902, 19.3863785","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:01:39","","","","","","","Víveres (Fruta / Tortas o comida para brigadsitas / Aspirinas cubre bocas / Cascos )","Si tienes info entra a: http://bit.ly/Verificado19s",19.3863785,-99.1626902,"Eugenia 1008, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico","Avenida Eugenia","1008","Colonia del Valle Centro","03100","Ciudad de México","Ciudad de México","Mexico",19.3863785,-99.1626902
"-99.1627156734467, 19.4283864247861","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 17:58:29","","","","","","","Centro de acopio para damnificados","Si tienes info entra a: http://bit.ly/Verificado19s",19.4283864247861,-99.1627156734467,"Paseo de la Reforma 250, Juárez, 06600 Ciudad de México, CDMX, Mexico","Paseo de la Reforma","250","Juárez","06600","Ciudad de México","Ciudad de México","Mexico",19.4283864247861,-99.1627156734467
"-99.162780046463, 19.428361129998","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 17:58:02","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Olive Garden Reforma habilitad como restaurante comunitario a partir de las 2pm! ",19.428361129998,-99.162780046463,NA,NA,NA,NA,NA,NA,NA,NA,19.428361129998,-99.162780046463
"-99.1627834, 19.3655","Cuahtemoc","Santa Cruz atoyac","Benito Juárez","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",1506179243.12777,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",1473,"0","0","0","0","0","","9/22/2017 13:06:08","Daño","Edificio","Comercial","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3655,-99.1627834,"Avenida Cuauhtémoc 1473, Sta Cruz Atoyac, 03310 Ciudad de México, CDMX, Mexico","Avenida Cuauhtémoc","1473","Santa Cruz Atoyac","03310","Ciudad de México","Ciudad de México","Mexico",19.3655,-99.1627834
"-99.1628386, 19.3840399","San Borja","Del Valle Norte","Benito Juárez","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",908,"0","0","0","0","0","","9/22/2017 11:50:47","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3840399,-99.1628386,"Calle San Borja 908, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico","Calle San Borja","908","Colonia del Valle Centro","03100","Ciudad de México","Ciudad de México","Mexico",19.3840399,-99.1628386
